"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"25334","2023-02-14","Billing","1377","0","1377","C001",\N,"4096","12","2022","0","liza1973","","0000001180-01",\N
"25335","2023-02-14","Billing","1700","1687","13","C001",\N,"25","1","2023","0","liza1973","","0000000511-01",\N
"25336","2023-02-14","Billing","1033","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000961-01",\N
"25337","2023-02-14","Billing","1371","0","1371","C001",\N,"4078","1","2023","0","liza1973","","0000000504-01",\N
"25338","2023-02-14","Billing","1371","0","1371","C001",\N,"4078","12","2022","0","liza1973","","0000000504-01",\N
"25339","2023-02-14","Billing","5220","0","5220","C001",\N,"15625","1","2023","0","liza1973","","0000000501-01",\N
"25340","2023-02-14","Billing","5220","0","5220","C001",\N,"15625","12","2022","0","liza1973","","0000000501-01",\N
"25341","2023-02-14","Billing","2390","2370","20","C001",\N,"25","1","2023","0","liza1973","","0000000750-01",\N
"25342","2023-02-14","Billing","11761","11696","65","C001",\N,"160","1","2023","0","liza1973","","0000001026-01",\N
"25343","2023-02-14","Billing","4799","4796","3","C001",\N,"25","1","2023","0","liza1973","","0000000507-01",\N
"25344","2023-02-14","Billing","1372","1351","21","C001",\N,"28","1","2023","0","liza1973","","0000000517-01",\N
"25345","2023-02-14","Billing","8222","8211","11","C001",\N,"25","1","2023","0","liza1973","","0000000519-01",\N
"25346","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000964-01",\N
"25347","2023-02-14","Billing","4546","4530","16","C001",\N,"25","1","2023","0","liza1973","","0000000522-01",\N
"25348","2023-02-14","Billing","8094","0","8094","C001",\N,"24247","1","2023","0","liza1973","","0000000527-01",\N
"25349","2023-02-14","Billing","8094","0","8094","C001",\N,"24247","12","2022","0","liza1973","","0000000527-01",\N
"25350","2023-02-14","Billing","8572","8570","2","C001",\N,"25","1","2023","0","liza1973","","0000000529-01",\N
"25351","2023-02-14","Billing","5791","5637","154","C001",\N,"427","1","2023","0","liza1973","","0000000531-01",\N
"25352","2023-02-14","Billing","18751","18630","121","C001",\N,"328","1","2023","0","liza1973","","0000000533-01",\N
"25353","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000970-01",\N
"25354","2023-02-14","Billing","859","0","859","C001",\N,"2542","1","2023","0","liza1973","","0000000980-01",\N
"25355","2023-02-14","Billing","858","0","858","C001",\N,"2539","12","2022","0","liza1973","","0000000980-01",\N
"25356","2023-02-14","Billing","353","0","353","C001",\N,"1024","1","2023","0","liza1973","","0000000535-01",\N
"25357","2023-02-14","Billing","336","0","336","C001",\N,"973","12","2022","0","liza1973","","0000000535-01",\N
"25358","2023-02-14","Billing","10323","10281","42","C001",\N,"91","1","2023","0","liza1973","","0000000539-01",\N
"25359","2023-02-14","Billing","5149","5113","-5113","C001",\N,"25","1","2023","0","liza1973","","0000000972-01",\N
"25360","2023-02-14","Billing","4783","4774","9","C001",\N,"25","1","2023","0","liza1973","","0000000543-01",\N
"25361","2023-02-14","Billing","1782","1753","29","C001",\N,"52","1","2023","0","liza1973","","0000001376-01",\N
"25362","2023-02-14","Billing","1428","1420","8","C001",\N,"25","1","2023","0","liza1973","","0000001459-01",\N
"25363","2023-02-14","Billing","3386","3357","29","C001",\N,"52","1","2023","0","liza1973","","0000001501-01",\N
"25364","2023-02-14","Billing","576","510","66","C001",\N,"163","1","2023","0","liza1973","","0000001555-01",\N
"25365","2023-02-14","Billing","2181","2129","52","C001",\N,"121","1","2023","0","liza1973","","0000001697-01",\N
"25366","2023-02-14","Billing","1108","1075","33","C001",\N,"64","1","2023","0","liza1973","","0000001690-01",\N
"25367","2023-02-14","Billing","1966","1930","36","C001",\N,"73","1","2023","0","liza1973","","0000000023-01",\N
"25368","2023-02-14","Billing","1682","1668","14","C001",\N,"25","1","2023","0","liza1973","","0000001756-01",\N
"25369","2023-02-14","Billing","1934","1892","42","C001",\N,"91","1","2023","0","liza1973","","0000001816-01",\N
"25370","2023-02-14","Billing","1127","0","1127","C001",\N,"3346","1","2023","0","liza1973","","0000000347-01",\N
"25371","2023-02-14","Billing","1099","0","1099","C001",\N,"3262","12","2022","0","liza1973","","0000000347-01",\N
"25372","2023-02-14","Billing","3495","3473","22","C001",\N,"31","1","2023","0","liza1973","","0000000475-01",\N
"25373","2023-02-14","Billing","1060","1026","34","C001",\N,"67","1","2023","0","liza1973","","0000001831-01",\N
"25374","2023-02-14","Billing","2133","2088","45","C001",\N,"100","1","2023","0","liza1973","","0000001898-01",\N
"25375","2023-02-14","Billing","0","657","-657","C001",\N,"25","1","2023","0","liza1973","","0000001900-01",\N
"25376","2023-02-14","Billing","4873","4662","211","C001",\N,"598","1","2023","0","liza1973","","0000001946-01",\N
"25377","2023-02-14","Billing","1207","1137","70","C001",\N,"175","1","2023","0","liza1973","","0000001947-01",\N
"25378","2023-02-14","Billing","14","0","14","C001",\N,"25","1","2023","0","liza1973","","0000001980-01",\N
"25379","2023-02-14","Billing","14","0","14","C001",\N,"25","12","2022","0","liza1973","","0000001980-01",\N
"25380","2023-02-14","Billing","17436","17421","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000792-01",\N
"25381","2023-02-14","Billing","1036","1035","1","C001",\N,"25","1","2023","0","ryanbohol","","0000001185-01",\N
"25382","2023-02-14","Billing","892","878","14","C001",\N,"25","1","2023","0","ryanbohol","","0000000793-01",\N
"25383","2023-02-14","Billing","48","46","2","C001",\N,"25","1","2023","0","liza1973","","0000001998-01",\N
"25384","2023-02-14","Billing","0","1834","-1834","C001",\N,"25","1","2023","0","liza1973","","0000001466-01",\N
"25385","2023-02-14","Billing","412","0","412","C001",\N,"1201","1","2023","0","ryanbohol","","0000001184-01",\N
"25386","2023-02-14","Billing","204","172","32","C001",\N,"61","1","2023","0","liza1973","","0000001991-01",\N
"25387","2023-02-14","Billing","7180","7168","12","C001",\N,"25","1","2023","0","ryanbohol","","0000000876-01",\N
"25388","2023-02-14","Billing","11536","11507","29","C001",\N,"52","1","2023","0","liza1973","","0000000930-01",\N
"25389","2023-02-14","Billing","221","218","3","C001",\N,"25","1","2023","0","liza1973","","0000000775-01",\N
"25390","2023-02-14","Billing","990","927","63","C001",\N,"154","1","2023","0","liza1973","","0000000555-01",\N
"25391","2023-02-14","Billing","9016","8988","28","C002",\N,"62","1","2023","0","ryanbohol","","0000000796-01",\N
"25392","2023-02-14","Billing","4","0","4","C001",\N,"25","1","2023","0","liza1973","","0000002043-01",\N
"25393","2023-02-14","Billing","278","0","278","C001",\N,"799","1","2023","0","liza1973","","0000002062-01",\N
"25394","2023-02-14","Billing","258","0","258","C001",\N,"739","12","2022","0","liza1973","","0000002062-01",\N
"25395","2023-02-14","Billing","674","649","25","C001",\N,"40","1","2023","0","ryanbohol","","0000000797-01",\N
"25396","2023-02-14","Billing","4","0","4","C001",\N,"25","1","2023","0","liza1973","","0000002096-01",\N
"25397","2023-02-14","Billing","53","0","53","C001",\N,"124","1","2023","0","liza1973","","0000002083-01",\N
"25398","2023-02-14","Billing","1903","0","1903","C001",\N,"5674","1","2023","0","ryanbohol","","0000000799-01",\N
"25399","2023-02-14","Billing","17","0","17","C001",\N,"25","1","2023","0","liza1973","","0000002118-01",\N
"25400","2023-02-14","Billing","4","0","4","C001",\N,"25","1","2023","0","liza1973","","0000002124-01",\N
"25401","2023-02-14","Billing","30","0","30","C002",\N,"70","1","2023","0","liza1973","","0000002122-01",\N
"25402","2023-02-14","Billing","8949","8866","83","C001",\N,"214","1","2023","0","ryanbohol","","0000000800-01",\N
"25403","2023-02-14","Billing","6141","0","6141","C001",\N,"18388","1","2023","0","ryanbohol","","0000000801-01",\N
"25404","2023-02-14","Billing","3346","3337","9","C001",\N,"25","1","2023","0","ryanbohol","","0000000802-01",\N
"25405","2023-02-14","Billing","8309","8298","11","C001",\N,"25","1","2023","0","ryanbohol","","0000000803-01",\N
"25406","2023-02-14","Billing","10854","10832","22","C001",\N,"31","1","2023","0","ryanbohol","","0000000804-01",\N
"25407","2023-02-14","Billing","3993","0","3993","C001",\N,"11944","1","2023","0","ryanbohol","","0000000805-01",\N
"25408","2023-02-14","Billing","8546","8546","0","C001",\N,"25","1","2023","0","liza1973","","0000001364-01",\N
"25409","2023-02-14","Billing","4274","4204","70","C001",\N,"175","1","2023","0","ryanbohol","","0000000806-01",\N
"25410","2023-02-14","Billing","3112","0","3112","C001",\N,"9301","1","2023","0","ryanbohol","","0000000807-01",\N
"25411","2023-02-14","Billing","1227","0","1227","C001",\N,"3646","1","2023","0","ryanbohol","","0000000808-01",\N
"25412","2023-02-14","Billing","9771","0","9771","C001",\N,"29278","1","2023","0","ryanbohol","","0000000809-01",\N
"25413","2023-02-14","Billing","2142","2065","77","C002",\N,"258","1","2023","0","ryanbohol","","0000000810-01",\N
"25414","2023-02-14","Billing","3126","3117","9","C001",\N,"25","1","2023","0","ryanbohol","","0000000811-01",\N
"25415","2023-02-14","Billing","2470","2452","18","C001",\N,"25","1","2023","0","liza1973","","0000000274-01",\N
"25416","2023-02-14","Billing","3059","3051","8","C001",\N,"25","1","2023","0","liza1973","","0000001746-01",\N
"25417","2023-02-14","Billing","5406","5349","57","C001",\N,"136","1","2023","0","liza1973","","0000001151-01",\N
"25418","2023-02-14","Billing","2189","2184","5","C001",\N,"25","1","2023","0","liza1973","","0000000879-01",\N
"25419","2023-02-14","Billing","5132","5120","12","C001",\N,"25","1","2023","0","liza1973","","0000000579-01",\N
"25420","2023-02-14","Billing","429","0","429","C001",\N,"1252","1","2023","0","ryanbohol","","0000000812-01",\N
"25421","2023-02-14","Billing","347","330","17","C001",\N,"25","1","2023","0","liza1973","","0000000580-01",\N
"25422","2023-02-14","Billing","1400","1397","3","C001",\N,"25","1","2023","0","liza1973","","0000000582-01",\N
"25423","2023-02-14","Billing","6594","0","6594","C001",\N,"19747","1","2023","0","liza1973","","0000000586-01",\N
"25424","2023-02-14","Billing","6594","0","6594","C001",\N,"19747","12","2022","0","liza1973","","0000000586-01",\N
"25425","2023-02-14","Billing","5939","5939","0","C001",\N,"25","1","2023","0","liza1973","","0000000590-01",\N
"25426","2023-02-14","Billing","15731","15665","66","C001",\N,"163","1","2023","0","ryanbohol","","0000000813-01",\N
"25427","2023-02-14","Billing","11618","11574","44","C001",\N,"97","1","2023","0","liza1973","","0000000592-01",\N
"25428","2023-02-14","Billing","9529","9425","104","C001",\N,"277","1","2023","0","liza1973","","0000000593-01",\N
"25429","2023-02-14","Billing","6264","6230","34","C001",\N,"67","1","2023","0","liza1973","","0000000594-01",\N
"25430","2023-02-14","Billing","17515","17406","109","C001",\N,"292","1","2023","0","ryanbohol","","0000000814-01",\N
"25431","2023-02-14","Billing","9097","9062","35","C001",\N,"70","1","2023","0","ryanbohol","","0000000815-01",\N
"25432","2023-02-14","Billing","3866","0","3866","C001",\N,"11563","1","2023","0","liza1973","","0000000634-01",\N
"25433","2023-02-14","Billing","3860","0","3860","C001",\N,"11545","12","2022","0","liza1973","","0000000634-01",\N
"25434","2023-02-14","Billing","3053","3053","3053","C001",\N,"9124","1","2023","0","liza1973","","0000001077-01",\N
"25435","2023-02-14","Billing","8049","8034","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000816-01",\N
"25436","2023-02-14","Billing","3053","3053","3053","C001",\N,"9124","12","2022","0","liza1973","","0000001077-01",\N
"25437","2023-02-14","Billing","352","0","352","C001",\N,"1021","1","2023","0","ryanbohol","","0000000817-01",\N
"25438","2023-02-14","Billing","1151","0","1151","C001",\N,"3418","1","2023","0","liza1973","","0000000635-01",\N
"25439","2023-02-14","Billing","1151","0","1151","C001",\N,"3418","12","2022","0","liza1973","","0000000635-01",\N
"25440","2023-02-14","Billing","4159","4158","1","C001",\N,"25","1","2023","0","liza1973","","0000000637-01",\N
"25441","2023-02-14","Billing","6550","6538","12","C001",\N,"25","1","2023","0","ryanbohol","","0000000819-01",\N
"25442","2023-02-14","Billing","29","0","29","C001",\N,"52","1","2023","0","liza1973","","0000000647-01",\N
"25443","2023-02-14","Billing","1070","1033","37","C001",\N,"76","1","2023","0","liza1973","","0000001109-01",\N
"25444","2023-02-14","Billing","9008","8987","21","C001",\N,"28","1","2023","0","liza1973","","0000000648-01",\N
"25445","2023-02-14","Billing","6162","5945","217","C001",\N,"616","1","2023","0","ryanbohol","","0000000820-01",\N
"25446","2023-02-14","Billing","4675","4672","3","C001",\N,"25","1","2023","0","liza1973","","0000001224-01",\N
"25447","2023-02-14","Billing","2368","0","2368","C001",\N,"7069","1","2023","0","liza1973","","0000001260-01",\N
"25448","2023-02-14","Billing","2367","0","2367","C001",\N,"7066","12","2022","0","liza1973","","0000001260-01",\N
"25449","2023-02-14","Billing","3425","3358","67","C001",\N,"166","1","2023","0","ryanbohol","","0000001365-01",\N
"25450","2023-02-14","Billing","1417","0","1417","C001",\N,"4216","1","2023","0","liza1973","","0000000632-01",\N
"25451","2023-02-14","Billing","1417","0","1417","C001",\N,"4216","12","2022","0","liza1973","","0000000632-01",\N
"25452","2023-02-14","Billing","14540","14474","66","C001",\N,"163","1","2023","0","liza1973","","0000000631-01",\N
"25453","2023-02-14","Billing","1351","1318","33","C001",\N,"64","1","2023","0","liza1973","","0000000613-01",\N
"25454","2023-02-14","Billing","2994","2943","51","C001",\N,"118","1","2023","0","liza1973","","0000000975-01",\N
"25455","2023-02-14","Billing","5662","5643","19","C001",\N,"25","1","2023","0","liza1973","","0000000612-01",\N
"25456","2023-02-14","Billing","6738","6722","16","C001",\N,"25","1","2023","0","ryanbohol","","0000000821-01",\N
"25457","2023-02-14","Billing","35674","35473","201","C001",\N,"568","1","2023","0","liza1973","","0000000610-01",\N
"25458","2023-02-14","Billing","3924","3899","25","C001",\N,"40","1","2023","0","liza1973","","0000000655-01",\N
"25459","2023-02-14","Billing","6356","6341","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000639-01",\N
"25460","2023-02-14","Billing","8966","8930","36","C001",\N,"73","1","2023","0","liza1973","","0000000656-01",\N
"25461","2023-02-14","Billing","1564","0","1564","C001",\N,"4657","12","2022","0","liza1973","","0000001092-01",\N
"25462","2023-02-14","Billing","3639","3608","31","C001",\N,"58","1","2023","0","liza1973","","0000000609-01",\N
"25463","2023-02-14","Billing","8314","8248","66","C001",\N,"163","1","2023","0","liza1973","","0000000608-01",\N
"25464","2023-02-14","Billing","6954","6937","17","C001",\N,"25","1","2023","0","liza1973","","0000000287-01",\N
"25465","2023-02-14","Billing","3861","3783","78","C001",\N,"199","1","2023","0","ryanbohol","","0000001076-01",\N
"25466","2023-02-14","Billing","71","0","71","C001",\N,"178","1","2023","0","liza1973","","0000000977-01",\N
"25467","2023-02-14","Billing","71","0","71","C001",\N,"178","12","2022","0","liza1973","","0000000977-01",\N
"25468","2023-02-14","Billing","9407","9390","17","C001",\N,"25","1","2023","0","ryanbohol","","0000000824-01",\N
"25469","2023-02-14","Billing","3532","3510","22","C001",\N,"31","1","2023","0","liza1973","","0000000604-01",\N
"25470","2023-02-14","Billing","4950","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000500-01",\N
"25471","2023-02-14","Billing","22836","22823","-22823","C001",\N,"25","1","2023","0","liza1973","","0000000827-01",\N
"25472","2023-02-14","Billing","3670","3649","21","C001",\N,"28","1","2023","0","ryanbohol","","0000001030-01",\N
"25473","2023-02-14","Billing","1234","0","1234","C001",\N,"3667","12","2022","0","liza1973","","0000000606-01",\N
"25474","2023-02-14","Billing","1945","1931","14","C001",\N,"25","1","2023","0","ryanbohol","","0000000825-01",\N
"25475","2023-02-14","Billing","6880","6873","7","C001",\N,"25","1","2023","0","ryanbohol","","0000000826-01",\N
"25476","2023-02-14","Billing","14144","14039","105","C001",\N,"280","1","2023","0","ryanbohol","","0000000828-01",\N
"25477","2023-02-14","Billing","657","0","657","C001",\N,"1936","1","2023","0","ryanbohol","","0000001257-01",\N
"25478","2023-02-14","Billing","8670","8641","29","C001",\N,"52","1","2023","0","ryanbohol","","0000000829-01",\N
"25479","2023-02-14","Billing","9707","0","9707","C001",\N,"29086","1","2023","0","ryanbohol","","0000000831-01",\N
"25480","2023-02-14","Billing","12853","12806","47","C001",\N,"106","1","2023","0","ryanbohol","","0000000832-01",\N
"25481","2023-02-14","Billing","16970","16946","24","C001",\N,"37","1","2023","0","ryanbohol","","0000000833-01",\N
